url,Generation,Reference,code_diff,Author1,Author2,Author3
https://github.com/SeleniumHQ/selenium/commit/3ae50b5fe8e70886a59f5d1748b42629a1e8e59b,MichaelTamm : remove selenium - htmlunit - driver from java - htmlunit - driver,"removing htmlunit driver from java pom file , it ' s external now","diff --git a/maven/java/pom.xml b/maven/java/pom.xml
index dea66f0c34a..5a928c42a0d 100644
--- a/maven/java/pom.xml
+++ b/maven/java/pom.xml
@@ -22,11 +22,6 @@
             <artifactId>selenium-edge-driver</artifactId>
             <version>${project.version}</version>
         </dependency>
-        <dependency>
-            <groupId>org.seleniumhq.selenium</groupId>
-            <artifactId>selenium-htmlunit-driver</artifactId>
-            <version>${project.version}</version>
-        </dependency>
         <dependency>
             <groupId>org.seleniumhq.selenium</groupId>
             <artifactId>selenium-firefox-driver</artifactId>
",2,2,3
https://github.com/signalapp/Signal-Android/commit/c81bc229437ccb37dd1d9db5b789654c9e982daf,Fix crash in message message .,Fix avatar location in a group conversation .,"diff --git a/res/layout/conversation_item_received.xml b/res/layout/conversation_item_received.xml
index 5a34a664865..2cf0cd763b8 100644
--- a/res/layout/conversation_item_received.xml
+++ b/res/layout/conversation_item_received.xml
@@ -38,7 +38,6 @@
                 android:foreground=""@drawable/contact_photo_background""
                 android:layout_width=""36dp""
                 android:layout_height=""36dp""
-                android:layout_marginBottom=""6dp""
                 android:cropToPadding=""true""
                 android:contentDescription=""@string/conversation_item_received__contact_photo_description"" />
 
",2,1,2
https://github.com/jenkinsci/jenkins/commit/1908a88bfdc2b976b5ea99687360a364e5050c43,[ JENKINS - 8905 ] - Update changelog for JENKINS - 8905,[ FIXED JENKINS - 8892 ] update changelog,"diff --git a/changelog.html b/changelog.html
index c32f6d5ef0fa..b02f3a4ef9da 100644
--- a/changelog.html
+++ b/changelog.html
@@ -69,6 +69,9 @@
     (<a href=""http://issues.jenkins-ci.org/browse/JENKINS-8892"">issue 8892</a>)    
   <li class=rfe>
     Exposing more key variables to the Groovy CLI command.
+  <li class=rfe>
+    Allow classworlds.conf to be externally configured for M3 builds
+    (<a href=""http://issues.jenkins-ci.org/browse/JENKINS-8905"">issue 8905</a>)    
 </ul>
 </div><!--=TRUNK-END=-->
 
",3,2,3
https://github.com/oracle/graal/commit/427dbbd7ef1efcd1a405771e61e329ea694ea854,Add GCC test for float2i32bit i32 . 0,Add testcase for float to i32 bitcast,"diff --git a/projects/com.oracle.truffle.llvm.test/tests/llvmir/micro/cast/float2i32bit.ll b/projects/com.oracle.truffle.llvm.test/tests/llvmir/micro/cast/float2i32bit.ll
new file mode 100644
index 000000000000..f90a28a49b56
--- /dev/null
+++ b/projects/com.oracle.truffle.llvm.test/tests/llvmir/micro/cast/float2i32bit.ll
@@ -0,0 +1,5 @@
+define i1 @main() {
+	%1 = bitcast float 1048575.0 to i32
+	%2 = icmp eq i32 %1, 1233125360
+	ret i1 %2
+}
",2,2,2
https://github.com/apache/flink/commit/499790c1ff614da5cf2dfd2e742e33de7ec4145b,[ hotfix ] [ tests ] Fix typo in log4j - test . properties,[ tests ] Revert accidentally committed log level change for tests,"diff --git a/flink-tests/src/test/resources/log4j-test.properties b/flink-tests/src/test/resources/log4j-test.properties
index 0845c812e0cb..85897b37b499 100644
--- a/flink-tests/src/test/resources/log4j-test.properties
+++ b/flink-tests/src/test/resources/log4j-test.properties
@@ -18,7 +18,7 @@
 
 # Set root logger level to OFF to not flood build logs
 # set manually to INFO for debugging purposes
-log4j.rootLogger=INFO, testlogger
+log4j.rootLogger=OFF, testlogger
 
 # A1 is set to be a ConsoleAppender.
 log4j.appender.testlogger=org.apache.log4j.ConsoleAppender
",1,1,1
https://github.com/apache/flink/commit/82542d68edd5999cd7cd8330bb7a3b19852b8eb6,[ ci ] [ travis ] Add gem install - - - - version,"[ travis ] Fix some ruby dependencies for travis , see","diff --git a/.travis.yml b/.travis.yml
index cf4f947d33a9..5160cdb39f50 100644
--- a/.travis.yml
+++ b/.travis.yml
@@ -19,6 +19,7 @@ env:
         - PROFILE=""-Dhadoop.profile=2""
 
 before_script:
+   - ""gem install --version 0.8.9 faraday""
    - ""gem install travis-artifacts & ""
 
 
",1,1,1
https://github.com/elastic/elasticsearch/commit/fb64c18ac641cd14787478844e4d8953ef4bcd4f,[ DOCS ] Fix typo in termvectors . asciidoc,[ DOCS ] Update term vectors snippet to prevent CI failure ( ),"diff --git a/docs/reference/docs/termvectors.asciidoc b/docs/reference/docs/termvectors.asciidoc
index abd8fc6de0960..6d999d5b49737 100644
--- a/docs/reference/docs/termvectors.asciidoc
+++ b/docs/reference/docs/termvectors.asciidoc
@@ -216,7 +216,7 @@ PUT /twitter/_doc/1
   ""text"" : ""twitter test test test ""
 }
 
-PUT /twitter/_doc/2
+PUT /twitter/_doc/2?refresh=wait_for
 {
   ""fullname"" : ""Jane Doe"",
   ""text"" : ""Another twitter test ...""
",1,1,1
https://github.com/SeleniumHQ/selenium/commit/cdb73f565626af524739851ba402839c74fd7eb2,SimonStewart : Fixing a typo in the formPage page,SimonStewart : Green bar with HtmlUnit .,"diff --git a/common/src/web/formPage.html b/common/src/web/formPage.html
index 44b428ca491..dc98f956457 100644
--- a/common/src/web/formPage.html
+++ b/common/src/web/formPage.html
@@ -4,7 +4,7 @@
 
     <script type=""text/javascript"">
         function changePage() {
-            var newLocation = '/page/3';
+            var newLocation = '/common/page/3';
             window.location = newLocation;
         }
     </script>
",1,1,1
https://github.com/jenkinsci/jenkins/commit/520000d020f3a650e427cb79c6279653d77e2f12,Merge pull request from oleg - nenashev / maven / 1 . 42,upgrade maven - antrun - extended - plugin 1 . 39 - > 1 . 42,"diff --git a/pom.xml b/pom.xml
index 53b0024cce75..e036ffe8addc 100644
--- a/pom.xml
+++ b/pom.xml
@@ -84,7 +84,7 @@ THE SOFTWARE.
         <plugin>
           <groupId>org.jvnet.maven-antrun-extended-plugin</groupId>
           <artifactId>maven-antrun-extended-plugin</artifactId>
-          <version>1.39</version>
+          <version>1.42</version>
         </plugin>
         <plugin>
           <groupId>org.apache.maven.plugins</groupId>
",1,1,1
https://github.com/SeleniumHQ/selenium/commit/6ba161729224c1dbd3a0cd6a2154b7f62955ea48,[ py ] fix binary capabilities,py : use dict getter to retrieve binary,"diff --git a/py/selenium/webdriver/firefox/webdriver.py b/py/selenium/webdriver/firefox/webdriver.py
index f0bfdd43458..5434bcb297a 100644
--- a/py/selenium/webdriver/firefox/webdriver.py
+++ b/py/selenium/webdriver/firefox/webdriver.py
@@ -54,8 +54,7 @@ def __init__(self, firefox_profile=None, firefox_binary=None, timeout=30,
 
         # marionette
         if capabilities.get(""marionette""):
-            if ""binary"" in capabilities:
-                self.binary = capabilities[""binary""]
+            self.binary = capabilities.get(""binary"")
             self.service = Service(executable_path, firefox_binary=self.binary)
             self.service.start()
 
",2,1,1
https://github.com/mybatis/mybatis-3/commit/9ad51d5c014d1ada21d8b0e9986d53b465527038,Update MyBatis - User - Guide - Guide,Add logging information to the user ' s guide,"diff --git a/doc/en/MyBatis-3-User-Guide.doc b/doc/en/MyBatis-3-User-Guide.doc
index a90bddd406..cddf9781dc 100644
Binary files a/doc/en/MyBatis-3-User-Guide.doc and b/doc/en/MyBatis-3-User-Guide.doc differ
diff --git a/doc/en/MyBatis-3-User-Guide.pdf b/doc/en/MyBatis-3-User-Guide.pdf
index afa71fde54..9bbfde7bb6 100644
Binary files a/doc/en/MyBatis-3-User-Guide.pdf and b/doc/en/MyBatis-3-User-Guide.pdf differ
",2,1,2
https://github.com/elastic/elasticsearch/commit/fd98f7abc21e2b298eaef530a28aa03fba5ca438,[ DOCS ] Fix typo in shrink test,Adjust skip version for shrink index test,"diff --git a/rest-api-spec/src/main/resources/rest-api-spec/test/indices.shrink/20_source_mapping.yml b/rest-api-spec/src/main/resources/rest-api-spec/test/indices.shrink/20_source_mapping.yml
index 7f6d57b1f8592..553d8825075bf 100644
--- a/rest-api-spec/src/main/resources/rest-api-spec/test/indices.shrink/20_source_mapping.yml
+++ b/rest-api-spec/src/main/resources/rest-api-spec/test/indices.shrink/20_source_mapping.yml
@@ -1,7 +1,7 @@
 ---
 ""Shrink index ignores target template mapping"":
     - skip:
-        version: "" - 5.99.99""
+        version: "" - 5.5.99""
         reason:  bug fixed in 6.0
 
     - do:
",2,2,2
https://github.com/google/guava/commit/6475a214ebbad56daa661478c10b34d75f3b78d8,Remove unused @ since .,Remove a @ since tag that was just plain false,"diff --git a/src/com/google/common/collect/ImmutableList.java b/src/com/google/common/collect/ImmutableList.java
index 34161903986..ee392c2234f 100644
--- a/src/com/google/common/collect/ImmutableList.java
+++ b/src/com/google/common/collect/ImmutableList.java
@@ -249,7 +249,6 @@
    * thread.
    *
    * @throws NullPointerException if any of {@code elements} is null
-   * @since 2 (Iterable overload existed previously)
    */
   public static <E> ImmutableList<E> copyOf(Collection<? extends E> elements) {
     if (elements instanceof ImmutableCollection) {
",3,2,2
https://github.com/elastic/elasticsearch/commit/1e3c56ce973b9abf6c3215b639c18b12f6eee425,test : fix test error,test : wait only for the index test_1,"diff --git a/elasticsearch/x-pack/graph/src/test/resources/rest-api-spec/test/graph/10_basic.yaml b/elasticsearch/x-pack/graph/src/test/resources/rest-api-spec/test/graph/10_basic.yaml
index 716c8af193dca..f4a748a17a296 100644
--- a/elasticsearch/x-pack/graph/src/test/resources/rest-api-spec/test/graph/10_basic.yaml
+++ b/elasticsearch/x-pack/graph/src/test/resources/rest-api-spec/test/graph/10_basic.yaml
@@ -33,6 +33,7 @@
 
   - do:
       cluster.health:
+           index: test_1
            wait_for_status: green
 
   - do:
",1,1,1
https://github.com/apache/dubbo/commit/ac31d4f5217f383574984e05b035c2e0968d675f,fix the error message in AbstractDirectory cluster directory .,fix compile error .,"diff --git a/dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/directory/AbstractDirectory.java b/dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/directory/AbstractDirectory.java
index f44c398df5c..6f3a316180c 100644
--- a/dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/directory/AbstractDirectory.java
+++ b/dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/directory/AbstractDirectory.java
@@ -16,6 +16,7 @@
  */
 package org.apache.dubbo.rpc.cluster.directory;
 
+import org.apache.dubbo.common.Constants;
 import org.apache.dubbo.common.URL;
 import org.apache.dubbo.common.logger.Logger;
 import org.apache.dubbo.common.logger.LoggerFactory;
",2,1,2
https://github.com/spring-projects/spring-framework/commit/4fe21b71a2caebf5fce664d98f77798653b01168,updated to 3 . 0 . 0 . RC2,updated version to RC2,"diff --git a/spring-framework-reference/src/spring-framework-reference.xml b/spring-framework-reference/src/spring-framework-reference.xml
index bfdf0f16dfea..92349b219296 100644
--- a/spring-framework-reference/src/spring-framework-reference.xml
+++ b/spring-framework-reference/src/spring-framework-reference.xml
@@ -7,7 +7,7 @@
 		<title>Reference Documentation</title>
 		<subtitle>(Work in progress)</subtitle>
 	    <productname>Spring Framework</productname>
-		<releaseinfo>3.0.0.RC1</releaseinfo>
+		<releaseinfo>3.0.0.RC2</releaseinfo>
 	    <mediaobject>
 	      <imageobject role=""fo"">
 	        <imagedata align=""center"" fileref=""images/logo-pdf.png""
",3,2,3
https://github.com/netty/netty/commit/42d466c97f68ba5406de8a717b1ca3fcfe068cd2,Remove unnecessary System . err ( ),Remove cruft,"diff --git a/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java b/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java
index 2ecfd8656c7..c5852c0cdfd 100644
--- a/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java
+++ b/codec-http/src/main/java/io/netty/handler/codec/spdy/SpdySessionHandler.java
@@ -914,7 +914,6 @@ private synchronized void sendGoAwayFrame(
 
         @Override
         public void operationComplete(ChannelFuture sentGoAwayFuture) throws Exception {
-            System.err.println(""ASDF"");
             ctx.close(future);
         }
     }
",2,1,2
https://github.com/google/guava/commit/75bcf0a64563396d55e997b017c5640e8a1ff6e5,Add a test to the testModule .,Shuffling from internal change .,"diff --git a/guava-gwt/test/com/google/common/html/testModule.gwt.xml b/guava-gwt/test/com/google/common/html/testModule.gwt.xml
index 45f8473da33..a5916965c2f 100644
--- a/guava-gwt/test/com/google/common/html/testModule.gwt.xml
+++ b/guava-gwt/test/com/google/common/html/testModule.gwt.xml
@@ -5,6 +5,7 @@
   <inherits name=""com.google.common.base.Base""/>
   <inherits name=""com.google.common.escape.testing.Testing""/>
   <inherits name=""com.google.common.html.Html""/>
+  <inherits name=""org.truth0.Truth""/>
   <entry-point class=""com.google.common.html.TestModuleEntryPoint""/>
    
   <source path=""""/>
",0,0,0
https://github.com/oracle/graal/commit/64ede7a7b1b8150d5b2a82b1d50b5e369de29fcb,LinearScan : fix liveIn . liveIn .,Merge .,"diff --git a/graal/com.oracle.graal.compiler/src/com/oracle/graal/compiler/alloc/LinearScan.java b/graal/com.oracle.graal.compiler/src/com/oracle/graal/compiler/alloc/LinearScan.java
index 950a3e9f8b5a..dc19a8a1eab4 100644
--- a/graal/com.oracle.graal.compiler/src/com/oracle/graal/compiler/alloc/LinearScan.java
+++ b/graal/com.oracle.graal.compiler/src/com/oracle/graal/compiler/alloc/LinearScan.java
@@ -846,7 +846,7 @@ void computeGlobalLiveSets() {
             TTY.println(""startBlock-ID: "" + startBlock.getId());
 
             // bailout of if this occurs in product mode.
-            throw new GraalInternalError(""liveIn set of first block must be empty"");
+            throw new CiBailout(""liveIn set of first block must be empty"");
         }
     }
 
",0,0,0
https://github.com/SeleniumHQ/selenium/commit/fe966771063a813b961243fcc2a47c0b5f0f8d0a,[ bazel ] Fix . bazelrc file,Increasing bazel test timeout,"diff --git a/.bazelrc b/.bazelrc
index b01c6ec02fa..5185192ec96 100644
--- a/.bazelrc
+++ b/.bazelrc
@@ -37,4 +37,4 @@ build --test_env=PATH  # Remove once browser pinning works
 build --test_env=SELENIUM_BROWSER
 build --test_env=TRAVIS
 
-test --test_timeout=180
+test --test_timeout=1800
",1,2,1
